"filename", "language", "JSON", "Batch", "Markdown", "Python", "LaTeX", "HLSL", "comment", "blank", "total"
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_ampliforia/level_4/beatmap.json", "JSON", 298, 0, 0, 0, 0, 0, 0, 0, 298
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_ampliforia/level_4/cutscene.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 0, 79
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_ampliforia/level_4/post_cutscene.json", "JSON", 73, 0, 0, 0, 0, 0, 0, 0, 73
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_deathstar/level_1/beatmap.json", "JSON", 280, 0, 0, 0, 0, 0, 0, 0, 280
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_deathstar/level_1/cutscene.json", "JSON", 75, 0, 0, 0, 0, 0, 0, 0, 75
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_deathstar/level_2/beatmap.json", "JSON", 280, 0, 0, 0, 0, 0, 0, 0, 280
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_deathstar/level_2/cutscene.json", "JSON", 75, 0, 0, 0, 0, 0, 0, 0, 75
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_deathstar/level_3/beatmap.json", "JSON", 280, 0, 0, 0, 0, 0, 0, 0, 280
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_deathstar/level_3/cutscene.json", "JSON", 96, 0, 0, 0, 0, 0, 0, 0, 96
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_deathstar/level_4/beatmap.json", "JSON", 807, 0, 0, 0, 0, 0, 0, 0, 807
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_deathstar/level_4/cutscene.json", "JSON", 75, 0, 0, 0, 0, 0, 0, 0, 75
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_deathstar/level_4/post_cutscene.json", "JSON", 19, 0, 0, 0, 0, 0, 0, 0, 19
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_electronova/level_1/beatmap.json", "JSON", 309, 0, 0, 0, 0, 0, 0, 1, 310
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_electronova/level_1/cutscene.json", "JSON", 93, 0, 0, 0, 0, 0, 0, 0, 93
"/Users/tobybenjaminclark/Documents/Personal/jazzhands/levelbank/world_electronova/level_2/beatmap.json", "JSON", 266, 0, 0, 0, 0, 0, 0, 1, 267
